"","fr_document_id","action","action_description_fr","action_url","agency_acronym","docket_id","joint","page_length","publication_date","reg_dot_gov_document_id","rin","stage","stage_n","start_page","title","volume"
"491","2016-15096-FDIC","Issuance","Notice of Proposed Rulemaking (``NPR'').","https://www.fdic.gov/regulations/laws/federal/2016/2016_alternatives_to_references_3064-ae36.html","FDIC","3064-AE36","No","10","2016-06-28","FDIC-2016-0118-0001","3064-AE36","NPR","","41877","Alternatives to References to Credit Ratings With Respect to Permissible Activities for Foreign Branches of Insured State Nonmember Banks and Pledge of Assets by Insured Domestic Branches of Foreign Banks","81"
"492","2011-8364-FRS","Issuance","Proposed rule.","https://www.federalreserve.gov/apps/foia/ViewAllComments.aspx?doc_id=R-1411&doc_ver=1","FRS","R-1411","No","98","2011-04-29","FRS-2011-0108-0001","7100-AD70","NPR","","24089","Credit Risk Retention","76"
"493","2011-8364-FDIC","Issuance","Proposed rule.","https://www.fdic.gov/regulations/laws/federal/2011/11comad74.html","FDIC","3064-AD74","No","98","2011-04-29","FDIC-2011-0056-0001","3064-AD74","NPR","","24089","Credit Risk Retention","76"
"494","2011-8364-FHFA","Issuance","Proposed rule.","https://www.fhfa.gov/SupervisionRegulation/Rules/Pages/Credit-Risk-Retention-Proposed-Rule.aspx","FHFA","2590-AA43","No","98","2011-04-29","FHFA-2011-0012-0001","2590-AA43","NPR","","24089","Credit Risk Retention","76"
"495","2011-8364-HUD","Issuance","Proposed rule.","https://www.regulations.gov/docket?D=HUD-2011-0056","HUD","HUD-2011-0056","No","98","2011-04-29","HUD-2011-0056-0001","2501-AD53","NPR","","24089","Credit Risk Retention","76"
"496","2011-8364-OCC","Issuance","Proposed rule.","https://www.regulations.gov/docket?D=OCC-2011-0002","OCC","OCC-2011-0002","No","98","2011-04-29","OCC-2011-0002-0001","1557–AD40","NPR","","24089","Credit Risk Retention","76"
"497","2011-8364-SEC","Issuance","Proposed rule.","https://www.sec.gov/comments/s7-14-11/s71411.shtml","SEC","S7-14-11","No","98","2011-04-29","SEC-2011-0596-0001",NA,"NPR","","24089","Credit Risk Retention","76"
"498","2013-21677-FRS","Issuance","Proposed rule.","https://www.federalreserve.gov/apps/foia/ViewAllComments.aspx?doc_id=R-1411&doc_ver=2","FRS","R-1411","No","122","2013-09-20","FRS-2013-0265-0001","7100-AD70","NPR","","57927","Credit Risk Retention","78"
"499","2013-21677-FHFA","Issuance","Proposed rule.","https://www.fhfa.gov/SupervisionRegulation/Rules/Pages/Credit-Risk-Retention-Joint-Proposed-Rule.aspx","FHFA","2590-AA43","No","122","2013-09-20","FHFA-2013-0026-0001","2590-AA43","NPR","","57927","Credit Risk Retention","78"
"500","2013-21677-HUD","Issuance","Proposed rule.","https://www.regulations.gov/docket?D=HUD-2013-0090","HUD","HUD-2013-0090","No","122","2013-09-20","HUD-2013-0090-0001","2501–AD53","NPR","","57927","Credit Risk Retention","78"
"501","2013-21677-OCC","Issuance","Proposed rule.","https://www.regulations.gov/docket?D=OCC-2013-0010","OCC","OCC-2013-0010","No","122","2013-09-20","OCC-2013-0010-0001","1557-AD40","NPR","","57927","Credit Risk Retention","78"
"502","2013-21677-SEC","Issuance","Proposed rule.","https://www.sec.gov/comments/s7-14-11/s71411.shtml","SEC","S7-14-11","No","122","2013-09-20","SEC-2013-1635-0001",NA,"NPR","","57927","Credit Risk Retention","78"
"503","2011-416-SEC","Issuance","Proposed rule.","https://www.sec.gov/comments/s7-02-11/s70211.shtml","SEC","S7-02-11","No","8","2011-01-12","SEC-2011-0055-0001",NA,"NPR","","2049","Suspension of the Duty To File Reports for Classes of Asset-Backed Securities Under Section 15(d) of the Securities Exchange Act of 1934","76"
"504","2011-21500-SEC","Issuance","Final rule.","https://www.sec.gov/comments/s7-02-11/s70211.shtml","SEC","S7-02-11","No","8","2011-08-23","SEC-2011-1262-0001",NA,"FINAL","","52549","Suspension of the Duty To File Reports for Classes of Asset-Backed Securities Under Section 15(D) of the Securities Exchange Act of 1934","76"
"505","2011-19300-SEC","Reissuance","Re-proposed rule.","https://www.sec.gov/comments/s7-08-10/s70810.shtml","SEC","S7-08-10","No","38","2011-08-05","SEC-2011-1131-0001",NA,"NPR","","47947","Re-Proposal of Shelf Eligibility Conditions for Asset-Backed Securities","76"
"506","2014-21375-SEC","Issuance","Final rule.","https://www.sec.gov/comments/s7-08-10/s70810.shtml","SEC","S7-08-10","No","164","2014-09-24","SEC-2014-1599-0001",NA,"FINAL","","57183","Asset-Backed Securities Disclosure and Registration","79"
"507","2010-26810-SEC","Correction","Proposed rule; correction.","https://www.sec.gov/comments/s7-24-10/s72410.shtml","SEC","S7-24-10","No","1","2010-10-25","SEC-2010-1621-0001",NA,"NPR","","65442","Disclosure for Asset-Backed Securities Required by Section 943 of the Dodd-Frank Wall Street Reform and Consumer Protection Act","75"
"508","2011-22257-SEC","Correction","Final rule; correcting amendment.","https://www.sec.gov/comments/s7-24-10/s72410.shtml","SEC","S7-24-10","No","2","2011-09-01","SEC-2011-1311-0001",NA,"FINAL","","54374","Disclosure for Asset-Backed Securities Required by Section 943 of the Dodd-Frank Wall Street Reform and Consumer Protection Act","76"
"509","2010-26172-SEC","Issuance","Proposed rule.","https://www.sec.gov/comments/s7-26-10/s72610.shtml","SEC","S7-26-10","No","16","2010-10-19","SEC-2010-1588-0001",NA,"NPR","","64182","Issuer Review of Assets in Offerings of Asset-Backed Securities","75"
"510","2011-1503-SEC","Issuance","Final rule.","https://www.sec.gov/comments/s7-26-10/s72610.shtml","SEC","S7-26-10","No","14","2011-01-25","SEC-2011-0109-0001",NA,"FINAL","","4231","Issuer Review of Assets in Offerings of Asset-Backed Securities","76"
"511","2010-26535-SEC","Issuance","Proposed rule.","https://www.sec.gov/comments/s7-31-10/s73110.shtml","SEC","S7-31-10","No","31","2010-10-28","SEC-2010-1649-0001",NA,"NPR","","66589","Shareholder Approval of Executive Compensation and Golden Parachute Compensation","75"
"512","2011-1971-SEC","Issuance","Final rule.","https://www.sec.gov/comments/s7-31-10/s73110.shtml","SEC","S7-31-10","No","39","2011-02-02","SEC-2011-0149-0001",NA,"FINAL","","6009","Shareholder Approval of Executive Compensation and Golden Parachute Compensation","76"
"513","2010-26536-SEC","Issuance","Proposed rule.","https://www.sec.gov/comments/s7-30-10/s73010.shtml","SEC","S7-30-10","No","22","2010-10-28","SEC-2010-1652-0001",NA,"NPR","","66621","Reporting of Proxy Votes on Executive Compensation and Other Matters","75"
"514","2011-7948-SEC","Issuance","Proposed rule.","https://www.sec.gov/comments/s7-13-11/s71311.shtml","SEC","S7-13-11","No","25","2011-04-06","SEC-2011-0456-0001",NA,"NPR","","18966","Listing Standards for Compensation Committees","76"
"515","2012-15408-SEC","Issuance","Final rule.","https://www.sec.gov/comments/s7-13-11/s71311.shtml","SEC","S7-13-11","No","35","2012-06-27","SEC-2012-1006-0001",NA,"FINAL","","38421","Listing Standards for Compensation Committees","77"
"516","2015-10429-SEC","Issuance","Proposed rule.","https://www.sec.gov/comments/s7-07-15/s70715.shtml","SEC","S7-07-15","No","36","2015-05-07","SEC-2015-0779-0001",NA,"NPR","","26329","Pay Versus Performance","80"
"517","2015-16613-SEC","Issuance","Proposed rule.","https://www.sec.gov/comments/s7-12-15/s71215.shtml","SEC","S7-12-15","No","54","2015-07-14","SEC-2015-1171-0001",NA,"NPR","","41143","Listing Standards for Recovery of Erroneously Awarded Compensation","80"
"518","2013-23073-SEC","Issuance","Proposed rule.","https://www.sec.gov/comments/s7-07-13/s70713.shtml","SEC","S7-07-13","No","47","2013-10-01","SEC-2013-1690-0001",NA,"NPR","","60559","Pay Ratio Disclosure","78"
"519","2015-19600-SEC","Issuance","Final rule.","https://www.sec.gov/comments/s7-07-13/s70713.shtml","SEC","S7-07-13","No","85","2015-08-18","SEC-2015-1376-0001",NA,"FINAL","","50103","Pay Ratio Disclosure","80"
"520","2015-02948-SEC","Issuance","Proposed rule.","https://www.sec.gov/comments/s7-01-15/s70115.shtml","SEC","S7-01-15","No","26","2015-02-17","SEC-2015-0270-0001",NA,"NPR","","8485","Disclosure of Hedging by Employees, Officers and Directors","80"
"521","2010-32158-FDIC","Issuance","Notice of information collection to be submitted to OMB for review and approval under the Paperwork Reduction Act, and Request for Comment.","Docket exists but no comments so no link","FDIC",NA,"No","2","2010-12-22","FDIC-2010-0138-0001",NA,"NPR","","80498","Agency Information Collection Activities: Renewal of Currently Approved Collection (3064-0175); Submission for OMB Review; Comment Request","75"
"522","2011-7937-FRS","Issuance","Proposed Rule.","https://www.federalreserve.gov/apps/foia/ViewAllComments.aspx?doc_id=R-1410&doc_ver=1","FRS","R-1410","No","51","2011-04-14","FRS-2011-0091-0001","7100-AD69","NPR","","21169","Incentive-Based Compensation Arrangements","76"
"523","2011-7937-FDIC","Issuance","Proposed Rule.","https://www.fdic.gov/regulations/laws/federal/2011/11comad56.html","FDIC","3064-AD56","No","51","2011-04-14","FDIC-2011-0045-0001","3064-AD56","NPR","","21169","Incentive-Based Compensation Arrangements","76"
"524","2011-7937-FHFA","Issuance","Proposed Rule.","https://www.fhfa.gov/SupervisionRegulation/Rules/Pages/IncentiveBased-Compensation-Arrangements.aspx","FHFA","2590-AA42","No","51","2011-04-14","FHFA-2011-0011-0001","2590-AA42","NPR","","21169","Incentive-Based Compensation Arrangements","76"
"525","2011-7937-NCUA","Issuance","Proposed Rule.","https://www.ncua.gov/regulation-supervision/Pages/rules/comment-letters/2011/compensation.aspx","NCUA","Incentive-based Compensation Arrangements","No","51","2011-04-14","NCUA-2011-0021-0001","3133-AD88","NPR","","21169","Incentive-Based Compensation Arrangements","76"
"526","2011-7937-OCC","Issuance","Proposed Rule.","https://www.regulations.gov/docket?D=OCC-2011-0001","OCC","OCC-2011-0001","No","51","2011-04-14","OCC-2011-0001-0001","1557–AD39","NPR","","21169","Incentive-Based Compensation Arrangements","76"
"527","2011-7937-OTS","Issuance","Proposed Rule.","https://www.regulations.gov/docket?D=OTS-2011-0004","OTS","OTS-2011-0004","No","51","2011-04-14","OTS-2011-0004-0001","1550–AC49","NPR","","21169","Incentive-Based Compensation Arrangements","76"
"528","2011-7937-SEC","Issuance","Proposed Rule.","https://www.sec.gov/comments/s7-12-11/s71211.shtml","SEC","S7-12-11","No","51","2011-04-14","SEC-2011-0553-0001",NA,"NPR","","21169","Incentive-Based Compensation Arrangements","76"
"529","2016-11788-FDIC","Issuance","Notice of proposed rulemaking and request for comment.","https://www.fdic.gov/regulations/laws/federal/2016/2016_compensation_arrangements_3064-ad86.html","FDIC","3064-AD86","No","170","2016-06-10","FDIC-2016-0105-0001","3064-AD86","NPR","","37669","Incentive-Based Compensation Arrangements","81"
"530","2016-11788-FRS","Issuance","Notice of proposed rulemaking and request for comment.","https://www.federalreserve.gov/apps/foia/ViewAllComments.aspx?doc_id=R-1536&doc_ver=1","FRS","R-1536","No","170","2016-06-10","FRS-2016-0191-0001","7100-AE50","NPR","","37669","Incentive-Based Compensation Arrangements","81"
"531","2016-11788-FHFA","Issuance","Notice of proposed rulemaking and request for comment.","https://www.fhfa.gov/SupervisionRegulation/Rules/Pages/Incentive-based-Compensation-Arrangements.aspx","FHFA","2590-AA42","No","170","2016-06-10","FHFA-2016-0010-0001","2590-AA42","NPR","","37669","Incentive-Based Compensation Arrangements","81"
"532","2016-11788-OCC","Issuance","Notice of proposed rulemaking and request for comment.","https://www.regulations.gov/docket?D=OCC-2011-0001","OCC","OCC-2011-0001","No","170","2016-06-10","OCC-2011-0001-2367","1557–AD39","NPR","","37669","Incentive-Based Compensation Arrangements","81"
"533","2016-11788-NCUA","Issuance","Notice of proposed rulemaking and request for comment.","https://www.ncua.gov/regulation-supervision/Pages/rules/comment-letters/2016/incentive-based-compensation-arrangements.aspx","NCUA","Incentive-based Compensation Arrangements","No","170","2016-06-10","NCUA-2016-0033-0001","3133-AE48","NPR","","37669","Incentive-Based Compensation Arrangements","81"
"534","2016-11788-SEC","Issuance","Notice of proposed rulemaking and request for comment.","https://www.sec.gov/comments/s7-07-16/s70716.htm","SEC","S7-07-16","No","170","2016-06-10","SEC-2016-1009-0001",NA,"NPR","","37669","Incentive-Based Compensation Arrangements","81"
"535","2016-26349-SEC","Issuance","Proposed rule.","https://www.sec.gov/comments/s7-24-16/s72416.htm","SEC","S7-24-16","No","65","2016-11-10","SEC-2016-1970-0001",NA,"NPR","","79122","Universal Proxy","81"
"536","2010-22255-SEC","Issuance","Interim final temporary rule; Request for comments.","https://www.sec.gov/comments/s7-19-10/s71910.shtml","SEC","S7-19-10","No","27","2010-09-08","SEC-2010-1358-0001",NA,"INTERIM-FINAL","","54465","Temporary Registration of Municipal Advisors","75"
"537","2010-32445-SEC","Issuance","Proposed rule.","https://www.sec.gov/comments/s7-45-10/s74510.shtml","SEC","S7-45-10","No","147","2011-01-06","SEC-2011-0022-0001",NA,"NPR","","823","Registration of Municipal Advisors","76"
"538","2013-23524-SEC","Issuance","Final rule.","https://www.sec.gov/comments/s7-45-10/s74510.shtml","SEC","S7-45-10","No","332","2013-11-12","SEC-2013-1912-0001",NA,"FINAL","","67467","Registration of Municipal Advisors","78"
"539","2011-15341-SEC","Issuance","Proposed rule.","https://www.sec.gov/comments/s7-23-11/s72311.shtml","SEC","S7-23-11","No","46","2011-06-27","SEC-2011-0893-0001",NA,"NPR","","37571","Broker-Dealer Reports","76"
"540","2013-18738-SEC","Issuance","Final rule.","https://www.sec.gov/comments/s7-23-11/s72311.shtml","SEC","S7-23-11","No","95","2013-08-21","SEC-2013-1491-0001",NA,"FINAL","","51909","Broker-Dealer Reports","78"
"541","2011-17387-PCAOB",NA,NA,"https://www.sec.gov/comments/pcaob-2011-01/pcaob201101.shtml","PCAOB","PCAOB– 2011–01",NA,"4","2011-07-12",NA,NA,NA,"","40961","Public Company Accounting Oversight Board; Notice of Filing of Proposed Temporary Rule for an Interim Program of Inspection Related to Audits of Brokers and Dealers","76"
"542","2011-21600-PCAOB",NA,NA,"https://www.sec.gov/comments/pcaob-2011-01/pcaob201101.shtml","PCAOB","PCAOB– 2011–01",NA,"2","2011-08-24",NA,NA,NA,"","52996","Public Company Accounting Oversight Board; Order Approving Proposed Temporary Rule for an Interim Program of Inspection Related to Audits of Brokers and Dealers","76"
"543","2012-10122-CFPB","Issuance","Interim final rule with request for public comment.","https://www.regulations.gov/docket?D=CFPB-2012-0016","CFPB","CFPB-2012-0016","No","10","2012-04-27","CFPB-2012-0016-0001","3209-AA15","INTERIM-FINAL","","25015","Supplemental Standards of Ethical Conduct for Employees of the Bureau of Consumer Financial Protection","77"
"544","2016-31596-CFPB","Issuance","Proposed rule with request for public comment.","https://www.regulations.gov/docket?D=CFPB-2016-0050","CFPB","CFPB-2016-0050","No","9","2017-01-10","CFPB-2016-0050-0001","3209-AA15","NPR","","2921","Supplemental Standards of Ethical Conduct for Employees of the Bureau of Consumer Financial Protection","82"
"545","2017-15597-CFPB","Issuance","Final rule.","https://www.regulations.gov/docket?D=CFPB-2016-0050","CFPB","CFPB-2016-0050","No","6","2017-08-02","CFPB-2016-0050-0002","3209-AA15","FINAL","","35883","Supplemental Standards of Ethical Conduct for Employees of the Bureau of Consumer Financial Protection","82"
"546","2013-10318-CFPB","Issuance","Proposed rule with request for public comment.","https://www.regulations.gov/docket?D=CFPB-2013-0012","CFPB","CFPB-2013-0012","No","12","2013-05-07","CFPB-2013-0012-0001","3170-AA38","NPR","","26545","Consumer Financial Civil Penalty Fund","78"
"547","2011-19038-CFPB","Issuance","Interim final rule with request for public comment.","https://www.regulations.gov/docket?D=CFPB-2011-0003","CFPB","CFPB-2011-0003","No","24","2011-07-28","CFPB-2011-0003-0001","3170-AA01","INTERIM-FINAL","","45371","Disclosure of Records and Information","76"
"548","2013-01737-CFPB","Issuance","Final rule.","https://www.regulations.gov/docket?D=CFPB-2011-0003","CFPB","CFPB-2011-0003","No","38","2013-02-15","CFPB-2011-0003-0012","3170-AA01","FINAL","","11483","Disclosure of Records and Information","78"
"549","2012-6254-CFPB","Issuance","Proposed rule; request for public comment.","https://www.regulations.gov/docket?D=CFPB-2012-0010","CFPB","CFPB-2012-0010","No","6","2012-03-15","CFPB-2012-0010-0001","3170-AA20","NPR","","15286","Confidential Treatment of Privileged Information","77"
"550","2012-16247-CFPB","Issuance","Final rule.","https://www.regulations.gov/docket?D=CFPB-2012-0010","CFPB","CFPB-2012-0010","No","7","2012-07-05","CFPB-2012-0010-0033","3170-AA20","FINAL","","39617","Confidential Treatment of Privileged Information","77"
